duration (s),mode,map,score,kills,deaths,k/d,assists,headshots,accuracy (%),avg kill dist (m),fave weapon,fave rig,fave trait,win?
480,0,0,106,12,19,0.63,5,1,0.175,23.1,0,0,0,0
480,0,0,106,19,20,0.95,5,0,0.212,24.1,0,1,1,0
480,0,0,106,12,23,0.52,6,2,0.14,14.0,1,2,2,0
480,0,0,106,15,17,0.88,6,2,0.187,17.6,1,3,3,0
480,0,0,250,18,15,1.2,9,0,0.17,20.6,0,0,0,1
480,0,0,250,26,13,2,4,4,0.209,30.7,1,2,2,1
480,0,0,250,16,15,1.07,11,2,0.15,15.8,1,3,3,1
480,0,0,250,19,16,1.19,7,1,0.251,16.1,1,1,1,1
458,0,0,94,14,22,0.64,7,0,0.176,17.9,1,1,1,0
458,0,0,94,13,21,0.62,2,0,0.197,17.4,1,0,0,0
458,0,0,94,10,21,0.48,5,1,0.208,26.5,0,2,2,0
458,0,0,94,9,20,0.45,1,0,0.205,17.7,1,3,3,0
458,0,0,250,18,10,1.8,11,1,0.257,22.0,1,2,2,1
458,0,0,250,29,10,2.9,6,0,0.286,30.0,0,1,1,1
458,0,0,250,13,16,0.81,6,2,0.227,12.7,1,0,0,1
458,0,0,250,24,10,2.4,1,2,0.245,16.2,1,3,3,1
597,0,0,212,22,27,0.81,6,2,0.219,19.1,0,2,2,0
597,0,0,212,16,22,0.73,9,0,0.208,22.9,0,0,0,0
597,0,0,212,16,25,0.64,6,1,0.197,18.6,0,3,3,0
597,0,0,212,20,24,0.83,6,3,0.194,15.9,1,1,1,0
597,0,0,250,27,20,1.35,9,1,0.218,14.5,1,3,3,1
597,0,0,250,13,21,0.62,13,0,0.168,15.9,0,2,2,1
597,0,0,250,31,15,2.07,7,1,0.238,15.3,0,1,1,1
597,0,0,250,27,18,1.5,12,3,0.242,25.6,0,0,0,1
642,0,0,250,24,21,1.14,5,2,0.248,15.8,1,3,3,1
642,0,0,250,29,16,1.81,11,0,0.276,18.6,0,2,2,1
642,0,0,250,27,19,1.42,4,1,0.202,13.8,1,0,0,1
642,0,0,250,23,19,1.21,12,3,0.233,18.6,0,1,1,1
642,0,0,200,23,26,0.88,4,4,0.214,14.7,0,0,0,0
642,0,0,200,23,27,0.85,7,1,0.201,14.7,1,1,1,0
642,0,0,200,16,26,0.62,3,0,0.214,15.7,1,3,3,0
642,0,0,200,13,24,0.54,10,1,0.164,15.5,0,2,2,0
444,1,1,2,4,8,0.5,0,1,0.144,19.1,2,1,1,0
444,1,1,2,6,7,0.86,2,1,0.218,17.3,1,0,0,0
444,1,1,2,5,6,0.83,1,1,0.171,22.7,0,2,2,0
444,1,1,2,5,8,0.62,0,0,0.284,10.2,1,3,3,0
444,1,1,6,7,5,1.4,3,0,0.279,17.3,3,2,2,1
444,1,1,6,12,3,4,3,1,0.287,25.4,0,1,1,1
444,1,1,6,3,7,0.43,4,0,0.203,14.6,0,0,0,1
444,1,1,6,7,5,1.4,2,0,0.206,16.3,3,3,3,1
502,1,1,6,4,3,1.33,1,0,0.333,16.2,2,2,2,1
502,1,1,6,5,4,1.25,1,1,0.169,20.1,0,0,0,1
502,1,1,6,8,3,2.67,3,0,0.209,18.8,0,3,3,1
502,1,1,6,9,6,1.5,3,1,0.299,19.4,1,1,1,1
502,1,1,1,4,7,0.57,2,0,0.183,16.9,3,3,3,0
502,1,1,1,1,6,0.17,0,0,0.099,13.0,0,2,2,0
502,1,1,1,5,7,0.71,1,0,0.229,25.2,0,1,1,0
502,1,1,1,6,6,1,1,0,0.246,20.2,0,0,0,0
772,1,1,5,8,8,1,0,1,0.222,22.5,0,0,0,0
772,1,1,5,3,8,0.38,4,1,0.122,12.0,0,1,1,0
772,1,1,5,8,9,0.89,2,0,0.211,19.1,0,2,2,0
772,1,1,5,13,9,1.44,0,1,0.262,18.7,0,3,3,0
772,1,1,6,8,9,0.89,5,1,0.181,15.8,1,0,0,1
772,1,1,6,5,10,0.5,1,0,0.14,28.9,0,4,4,1
772,1,1,6,11,6,1.83,2,2,0.208,14.3,1,3,3,1
772,1,1,6,10,7,1.43,5,1,0.219,14.3,1,1,1,1
662,1,1,6,10,5,2,1,0,0.293,15.2,0,3,3,1
662,1,1,6,7,6,1.17,2,1,0.25,23.6,0,2,2,1
662,1,1,6,6,7,0.86,3,0,0.203,21.7,0,0,0,1
662,1,1,6,6,5,1.2,1,0,0.131,10.4,3,1,1,1
662,1,1,4,7,8,0.88,2,0,0.269,15.8,0,0,0,0
662,1,1,4,11,6,1.83,5,0,0.218,17.2,0,1,1,0
662,1,1,4,4,8,0.5,3,0,0.19,11.6,0,3,3,0
662,1,1,4,1,7,0.14,2,0,0.095,7.7m,0,4,4,0
625,2,2,1,19,26,0.73,9,0,0.215,11.9,3,4,4,0
625,2,2,1,27,25,1.08,9,2,0.2,13.8,1,0,0,0
625,2,2,1,26,27,0.96,6,1,0.213,11.4,3,2,2,0
625,2,2,1,22,29,0.76,8,1,0.213,11.5,3,1,1,0
625,2,2,6,25,27,0.93,11,2,0.252,8.8m,3,3,3,1
625,2,2,6,28,23,1.22,8,1,0.225,11.8,3,4,4,1
625,2,2,6,27,24,1.12,10,1,0.251,11.3,3,1,1,1
625,2,2,6,27,21,1.29,15,1,0.241,14.8,1,0,0,1
625,2,2,6,33,30,1.1,8,3,0.259,10.4,3,1,1,0
625,2,2,6,21,30,0.7,12,1,0.21,12.9,3,0,0,0
625,2,2,6,23,28,0.82,7,1,0.189,16.2,1,4,4,0
625,2,2,6,24,30,0.8,5,2,0.23,12.0,3,3,3,0
625,2,2,10,29,25,1.16,6,2,0.239,11.5,3,4,4,1
625,2,2,10,28,27,1.04,15,1,0.238,17.6,1,1,1,1
625,2,2,10,28,25,1.12,10,2,0.203,9.5m,3,0,0,1
625,2,2,10,32,24,1.33,15,2,0.251,13.1,3,2,2,1
782,2,2,5,37,26,1.42,11,5,0.221,18.3,3,0,0,0
782,2,2,5,38,30,1.27,9,1,0.22,13.6,1,1,1,0
782,2,2,5,21,29,0.72,9,2,0.241,12.8,3,4,4,0
782,2,2,5,31,30,1.03,9,3,0.277,11.9,3,3,3,0
782,2,2,7,39,26,1.5,15,1,0.251,14.7,3,0,0,1
782,2,2,7,18,33,0.55,14,0,0.19,13.2,3,4,4,1
782,2,2,7,25,32,0.78,11,1,0.208,14.3,1,2,2,1
782,2,2,7,33,37,0.89,9,2,0.256,13.3,3,1,1,1
638,0,3,155,16,28,0.57,5,1,0.216,15.6,1,2,2,0
638,0,3,155,11,25,0.44,8,2,0.159,12.2,1,0,0,0
638,0,3,155,25,22,1.14,3,0,0.211,20.8,0,3,3,0
638,0,3,155,20,26,0.77,8,0,0.228,14.8,1,1,1,0
638,0,3,250,33,18,1.83,7,2,0.213,11.3,3,3,3,1
638,0,3,250,21,18,1.17,13,1,0.197,20.7,0,2,2,1
638,0,3,250,24,20,1.2,12,1,0.264,18.2,1,1,1,1
638,0,3,250,23,16,1.44,11,1,0.259,19.1,0,0,0,1
626,2,2,6,21,21,1,10,1,0.275,11.4,3,4,4,0
626,2,2,6,20,24,0.83,8,2,0.27,14.9,3,2,2,0
626,2,2,6,19,27,0.7,8,2,0.181,12.1,1,0,0,0
626,2,2,6,30,25,1.2,6,2,0.26,12.0,3,1,1,0
626,2,2,9,23,22,1.05,5,1,0.251,10.1,3,0,0,1
626,2,2,9,26,24,1.08,7,1,0.233,11.8,3,1,1,1
626,2,2,9,26,24,1.08,10,1,0.235,13.5,3,3,3,1
626,2,2,9,22,22,1,9,3,0.216,13.2,1,4,4,1
462,0,4,250,22,12,1.83,4,0,0.251,18.7,3,0,0,1
462,0,4,250,16,12,1.33,5,0,0.199,18.7,0,1,1,1
462,0,4,250,18,16,1.12,9,2,0.247,16.7,1,3,3,1
462,0,4,250,19,15,1.27,8,2,0.239,13.2,1,2,2,1
462,0,4,118,15,19,0.79,2,1,0.202,13.7,1,0,0,0
462,0,4,118,11,20,0.55,5,2,0.169,15.7,1,3,3,0
462,0,4,118,19,19,1,4,1,0.26,11.7,3,1,1,0
462,0,4,118,10,17,0.59,5,0,0.211,15.9,1,2,2,0
640,0,3,250,22,18,1.22,5,0,0.219,18.9,0,3,3,1
640,0,3,250,15,17,0.88,10,2,0.206,19.3,0,2,2,1
640,0,3,250,23,20,1.15,11,3,0.201,15.9,1,0,0,1
640,0,3,250,27,19,1.42,4,3,0.212,11.5,3,1,1,1
640,0,3,207,15,27,0.56,6,0,0.228,11.0,1,0,0,0
640,0,3,207,26,21,1.24,7,2,0.228,16.3,1,1,1,0
640,0,3,207,17,23,0.74,7,1,0.173,16.2,1,3,3,0
640,0,3,207,16,17,0.94,2,1,0.141,14.5,0,2,2,0
524,0,3,250,20,15,1.33,10,0,0.308,22.0,1,2,2,1
524,0,3,250,21,16,1.31,4,1,0.241,23.3,0,3,3,1
524,0,3,250,24,20,1.2,6,1,0.266,13.9,3,0,0,1
524,0,3,250,15,13,1.15,5,2,0.214,13.9,3,1,1,1
524,0,3,126,15,18,0.83,8,2,0.233,17.7,0,2,2,0
524,0,3,126,14,20,0.7,4,0,0.232,18.4,0,1,1,0
524,0,3,126,16,25,0.64,5,1,0.23,17.4,1,3,3,0
524,0,3,126,19,17,1.12,4,0,0.23,19.9,1,0,0,0
778,1,3,6,5,10,0.5,2,0,0.281,19.5,0,2,2,1
778,1,3,6,10,8,1.25,6,2,0.285,19.9,0,0,0,1
778,1,3,6,14,7,2,3,0,0.265,10.8,1,3,3,1
778,1,3,6,5,9,0.56,2,0,0.234,13.8,3,1,1,1
