Duration(s),Mode,Map,Kills,Deaths,Kills/Death,Assists,Headshots,Accuracy(%),Avg. Kill Dist.(m),Favorite Weapon,Favorite Rig,Favorite Trait,Win/Loss,Score
576,0,3,15,18,0.83,4,2,0.22,12,0,1,1,0,140
576,0,3,15,22,0.68,4,0,0.205,16,1,3,3,0,140
576,0,3,19,12,1.58,4,1,0.267,15.3,1,3,3,1,250
576,0,3,24,17,1.41,7,1,0.214,14.5,3,0,0,1,250
576,0,3,21,12,1.75,6,2,0.208,24.8,0,2,2,1,250
576,0,3,14,19,0.74,4,2,0.259,13.7,1,1,1,1,250
550,0,4,23,14,1.64,6,2,0.187,18.7,1,3,3,1,250
550,0,4,25,16,1.56,10,5,0.215,15.7,1,0,0,1,250
550,0,4,16,18,0.89,12,1,0.214,13.2,3,2,2,1,250
550,0,4,23,17,1.35,9,0,0.201,15.4,1,1,1,1,250
550,0,4,13,23,0.57,5,0,0.22,19.7,1,2,2,0,168
550,0,4,21,18,1.17,4,2,0.216,14.9,1,0,0,0,168
550,0,4,18,22,0.82,6,0,0.273,14.6,3,3,3,0,168
550,0,4,13,24,0.54,4,0,0.245,13.6,1,1,1,0,168
587,1,5,5,7,0.71,4,0,0.207,8.8,0,0,0,0,2
587,1,5,5,6,0.83,1,0,0.214,17.1,1,2,2,0,2
587,1,5,3,6,0.5,1,0,0.14,8.6,3,1,1,0,2
587,1,5,6,6,1,0,0,0.242,13.3,3,3,3,0,2
587,1,5,7,5,1.4,4,0,0.226,19.2,0,3,3,1,6
587,1,5,6,5,1.2,2,1,0.184,12.7,3,0,0,1,6
587,1,5,4,5,0.8,2,1,0.257,16.8,1,2,2,1,6
587,1,5,8,4,2,2,0,0.283,10.7,1,1,1,1,6
544,0,3,21,16,1.31,9,0,0.226,14.7,1,1,1,1,250
544,0,3,21,15,1.4,7,5,0.23,21.9,0,2,2,1,250
544,0,3,22,10,2.2,9,0,0.229,14.3,1,0,0,1,250
544,0,3,19,16,1.19,7,2,0.288,15.6,1,3,3,1,250
544,0,3,13,23,0.57,4,1,0.26,12.2,1,2,2,0,164
544,0,3,13,18,0.72,5,0,0.204,16.1,0,0,0,0,164
544,0,3,14,21,0.67,6,1,0.232,14.8,1,3,3,0,164
544,0,3,17,21,0.81,3,1,0.193,17,0,1,1,0,164
627,0,4,25,26,0.96,12,5,0.221,14,1,0,0,0,220
627,0,4,21,24,0.88,8,2,0.213,12.8,3,1,1,0,220
627,0,4,26,27,0.96,12,3,0.21,12.7,3,3,3,0,220
627,0,4,25,21,1.19,6,3,0.233,16.1,1,2,2,0,220
627,0,4,27,25,1.08,10,1,0.292,15,1,1,1,1,250
627,0,4,15,22,0.68,11,1,0.207,16.6,1,2,2,1,250
627,0,4,31,28,1.11,4,2,0.208,12.2,3,3,3,1,250
627,0,4,25,22,1.14,9,0,0.24,13.2,3,0,0,1,250
625,2,6,14,27,0.52,14,0,0.204,16,1,0,0,1,6
625,2,6,20,22,0.91,5,3,0.216,26.1,0,4,4,1,6
625,2,6,29,13,2.23,12,1,0.216,15.6,1,1,1,1,6
625,2,6,27,21,1.29,8,1,0.203,15.4,3,3,3,1,6
625,2,6,22,25,0.88,8,2,0.247,16.3,1,4,4,0,5
625,2,6,17,21,0.81,11,1,0.217,11.4,1,0,0,0,5
625,2,6,29,18,1.61,9,2,0.205,25.2,0,2,2,0,5
625,2,6,15,26,0.58,5,0,0.253,12,1,1,1,0,5
659,1,3,10,6,1.67,0,1,0.27,20.9,2,3,3,0,2
659,1,3,3,8,0.38,1,0,0.101,26,1,0,0,0,2
659,1,3,4,7,0.57,1,0,0.248,17.5,0,4,4,0,2
659,1,3,4,7,0.57,0,0,0.223,13.1,0,1,1,0,2
659,1,3,5,4,1.25,4,0,0.201,20.1,0,4,4,1,6
659,1,3,14,4,3.5,1,1,0.195,14.6,3,0,0,1,6
659,1,3,6,6,1,3,1,0.195,14.4,3,3,3,1,6
659,1,3,3,7,0.43,2,0,0.193,14.7,0,1,1,1,6
713,1,5,10,6,1.67,2,0,0.219,15.1,3,1,1,0,3
713,1,5,1,7,0.14,1,0,0.172,11.6,0,2,2,0,3
713,1,5,8,8,1,1,0,0.203,10.9,1,0,0,0,3
713,1,5,2,8,0.25,3,0,0.17,7.8,3,3,3,0,3
713,1,5,10,4,2.5,2,0,0.362,11.2,3,2,2,1,6
713,1,5,7,6,1.17,4,0,0.23,14,1,0,0,1,6
713,1,5,6,5,1.2,2,0,0.215,17.8,0,3,3,1,6
713,1,5,6,6,1,2,1,0.184,10.8,1,1,1,1,6
888,1,3,9,8,1.12,4,0,0.2,14,3,0,0,1,6
888,1,3,10,6,1.67,1,0,0.223,13.8,3,1,1,1,6
888,1,3,7,7,1,3,0,0.318,19.8,1,3,3,1,6
888,1,3,6,3,2,3,3,0.216,17.4,0,2,2,1,6
888,1,3,5,10,0.5,4,0,0.259,13.1,1,1,1,0,4
888,1,3,6,7,0.86,1,2,0.224,16.7,1,2,2,0,4
888,1,3,6,8,0.75,2,1,0.188,26.1,2,3,3,0,4
888,1,3,7,8,0.88,1,1,0.13,14.4,3,0,0,0,4
626,2,1,25,25,1,7,5,0.211,22.5,1,3,3,0,5
626,2,1,13,25,0.52,6,1,0.207,13.8,1,0,0,0,5
626,2,1,19,24,0.79,5,1,0.254,17.1,1,4,4,0,5
626,2,1,23,21,1.1,6,1,0.254,16.9,0,1,1,0,5
626,2,1,14,21,0.67,11,2,0.203,25.3,0,4,4,1,9
626,2,1,25,23,1.09,8,2,0.235,14.1,1,0,0,1,9
626,2,1,28,18,1.56,8,0,0.27,10.5,3,2,2,1,9
626,2,1,28,18,1.56,7,1,0.256,15.5,1,1,1,1,9
625,2,6,22,23,0.96,11,0,0.274,14.3,3,4,4,0,11
625,2,6,27,20,1.35,10,2,0.267,17.4,0,2,2,0,11
625,2,6,17,28,0.61,7,1,0.231,14.2,1,0,0,0,11
625,2,6,24,21,1.14,6,2,0.264,14.4,3,3,3,0,11
625,2,6,25,23,1.09,6,1,0.248,9.6,3,4,4,1,12
625,2,6,16,22,0.73,8,3,0.23,16.3,1,0,0,1,12
625,2,6,25,23,1.09,4,3,0.304,18.1,0,3,3,1,12
625,2,6,26,22,1.18,5,2,0.252,16.6,3,1,1,1,12
640,0,1,25,31,0.81,5,2,0.242,18.5,0,0,0,0,129
640,0,1,19,29,0.66,9,3,0.203,19.8,1,2,2,0,129
640,0,1,17,24,0.71,8,2,0.169,14.6,1,1,1,0,129
640,0,1,22,28,0.79,5,1,0.195,11.1,3,3,3,0,129
640,0,1,31,20,1.55,8,4,0.266,17.3,1,3,3,1,250
640,0,1,30,20,1.5,10,0,0.209,11,3,0,0,1,250
640,0,1,30,23,1.3,6,1,0.212,22.8,0,2,2,1,250
640,0,1,21,20,1.05,11,2,0.232,12.9,1,1,1,1,250
625,2,1,31,23,1.35,6,1,0.238,15.8,1,0,0,1,6
625,2,1,16,25,0.64,7,1,0.208,11.6,3,1,1,1,6
625,2,1,22,26,0.85,6,3,0.249,12.5,3,4,4,1,6
625,2,1,20,21,0.95,5,4,0.191,17.6,0,2,2,1,6
625,2,1,25,24,1.04,6,0,0.293,14,1,1,1,0,2
625,2,1,23,22,1.05,6,1,0.233,20.3,0,4,4,0,2
625,2,1,23,23,1,6,1,0.193,13.9,1,2,2,0,2
625,2,1,24,20,1.2,11,0,0.209,13.8,3,0,0,0,2
604,0,0,20,17,1.18,6,0,0.156,16,1,3,3,1,250
604,0,0,15,20,0.75,11,2,0.166,15.1,1,1,1,1,250
604,0,0,22,16,1.38,5,3,0.2,19.1,0,0,0,1,250
604,0,0,24,24,1,7,0,0.248,20.4,0,2,2,1,250
604,0,0,15,18,0.83,7,1,0.22,17.8,0,2,2,0,218
604,0,0,29,20,1.45,9,1,0.218,21,0,0,0,0,218
604,0,0,17,22,0.77,3,2,0.236,9.8,1,3,3,0,218
604,0,0,16,21,0.76,2,1,0.213,17,1,1,1,0,218
593,0,1,21,23,0.91,13,1,0.254,14.3,1,1,1,1,250
593,0,1,31,19,1.63,6,3,0.25,19.5,0,2,2,1,250
593,0,1,29,20,1.45,12,1,0.251,16,1,0,0,1,250
593,0,1,33,19,1.74,7,0,0.252,11.4,3,3,3,1,250
593,0,1,15,28,0.54,7,0,0.195,14.9,3,2,2,0,151
593,0,1,24,24,1,6,2,0.218,21.7,0,0,0,0,151
593,0,1,16,30,0.53,4,1,0.193,16.5,1,3,3,0,151
593,0,1,26,32,0.81,7,2,0.221,11.3,1,1,1,0,151
624,0,0,26,23,1.13,10,2,0.208,22.3,0,0,0,1,250
624,0,0,19,18,1.06,9,1,0.212,14.6,1,1,1,1,250
624,0,0,28,21,1.33,10,2,0.221,24.7,0,3,3,1,250
624,0,0,19,20,0.95,9,1,0.198,15.4,0,2,2,1,250
624,0,0,24,21,1.14,6,1,0.27,17.5,1,1,1,0,224
624,0,0,18,25,0.72,5,0,0.19,21.6,0,2,2,0,224
624,0,0,15,22,0.68,7,1,0.182,19.9,1,3,3,0,224
624,0,0,25,24,1.04,13,0,0.22,20.9,0,0,0,0,224
529,1,1,7,7,1,1,1,0.247,14.2,1,3,3,0,2
529,1,1,3,7,0.43,0,0,0.204,5.6,1,1,1,0,2
529,1,1,3,6,0.5,2,0,0.355,12.6,0,2,2,0,2
529,1,1,4,7,0.57,1,0,0.164,23,0,0,0,0,2
529,1,1,7,6,1.17,3,1,0.238,25.4,0,4,4,1,6
529,1,1,11,3,3.67,4,2,0.348,23.1,2,0,0,1,6
529,1,1,6,3,2,1,1,0.194,13.7,3,3,3,1,6
529,1,1,3,6,0.5,2,0,0.25,11.9,3,1,1,1,6
706,1,0,7,7,1,0,0,0.331,18.8,1,1,1,0,4
706,1,0,7,8,0.88,4,0,0.209,24.6,0,2,2,0,4
706,1,0,6,6,1,2,0,0.134,12.4,1,0,0,0,4
706,1,0,5,9,0.56,2,1,0.254,10.1,1,3,3,0,4
706,1,0,4,7,0.57,2,1,0.187,16,1,2,2,1,6
706,1,0,9,6,1.5,1,1,0.278,21.4,0,0,0,1,6
706,1,0,8,7,1.14,1,1,0.204,22.7,0,3,3,1,6
706,1,0,9,6,1.5,2,2,0.161,19.2,0,1,1,1,6
697,0,3,18,23,0.78,11,1,0.205,21.8,0,1,1,1,250
697,0,3,29,18,1.61,5,1,0.272,21.3,0,0,0,1,250
697,0,3,22,25,0.88,5,2,0.07,16.3,1,2,2,1,250
697,0,3,31,18,1.72,8,1,0.239,12.9,3,3,3,1,250
697,0,3,27,27,1,10,1,0.26,20,0,2,2,0,227
697,0,3,19,26,0.73,6,1,0.182,11.8,1,3,3,0,227
697,0,3,22,21,1.05,9,2,0.206,18,1,1,1,0,227
697,0,3,16,26,0.62,7,3,0.217,15.9,3,0,0,0,227
626,0,3,25,18,1.39,6,3,0.211,14.2,3,3,3,1,250
626,0,3,25,14,1.79,8,0,0.224,14.7,3,1,1,1,250
626,0,3,22,19,1.16,8,2,0.235,18.4,0,0,0,1,250
626,0,3,15,24,0.62,11,2,0.181,22,1,2,2,1,250
626,0,3,16,23,0.7,9,0,0.183,13.3,1,2,2,0,163
626,0,3,24,22,1.09,6,3,0.22,11.2,3,1,1,0,163
626,0,3,18,22,0.82,8,4,0.105,15.7,1,0,0,0,163
626,0,3,16,20,0.8,6,1,0.186,21.3,0,3,3,0,163
539,1,5,8,5,1.6,1,0,0.215,14.4,0,1,1,0,3
539,1,5,4,7,0.57,4,1,0.224,9.2,0,0,0,0,3
539,1,5,3,8,0.38,1,1,0.032,8.7,3,2,2,0,3
539,1,5,6,7,0.86,0,0,0.178,9.2,3,3,3,0,3
539,1,5,6,3,2,1,0,0.183,18.2,0,2,2,1,6
539,1,5,6,6,1,2,1,0.191,12.1,3,3,3,1,6
539,1,5,7,7,1,2,0,0.326,11.9,3,1,1,1,6
539,1,5,8,6,1.33,2,2,0.227,11.5,1,0,0,1,6
666,0,3,20,22,0.91,6,2,0.234,15.9,1,3,3,0,236
666,0,3,14,24,0.58,7,0,0.22,20.4,0,2,2,0,236
666,0,3,18,24,0.75,4,0,0.282,15.5,1,0,0,0,236
666,0,3,18,21,0.86,4,2,0.236,16.5,1,1,1,0,236
666,0,3,28,18,1.56,9,1,0.172,17.2,0,2,2,1,250
666,0,3,28,17,1.65,6,0,0.221,14.8,1,1,1,1,250
666,0,3,14,18,0.78,12,1,0.154,12.9,0,0,0,1,250
666,0,3,20,17,1.18,8,2,0.237,23.4,0,3,3,1,250
594,0,3,15,22,0.68,4,3,0.178,19.8,1,1,1,0,152
594,0,3,20,21,0.95,3,3,0.241,18.6,0,0,0,0,152
594,0,3,14,26,0.54,4,2,0.227,13.9,3,3,3,0,152
594,0,3,15,21,0.71,8,0,0.212,14.1,1,2,2,0,152
594,0,3,24,16,1.5,5,0,0.293,14.7,1,1,1,1,250
594,0,3,23,18,1.28,6,3,0.226,18.8,1,2,2,1,250
594,0,3,21,19,1.11,8,0,0.228,10.7,3,0,0,1,250
594,0,3,22,11,2,4,0,0.249,18.7,1,3,3,1,250
484,1,5,3,6,0.5,2,0,0.199,8.8,3,3,3,0,1
484,1,5,2,6,0.33,2,0,0.169,11.7,3,1,1,0,1
484,1,5,3,6,0.5,4,0,0.198,23,0,0,0,0,1
484,1,5,3,7,0.43,0,0,0.182,8.8,3,2,2,0,1
484,1,5,3,4,0.75,2,0,0.189,11.5,1,0,0,1,6
484,1,5,6,2,3,0,2,0.256,13.3,3,1,1,1,6
484,1,5,8,3,2.67,1,1,0.151,8.8,0,2,2,1,6
484,1,5,8,3,2.67,1,0,0.188,9.1,1,3,3,1,6
490,1,5,14,3,4.67,5,2,0.25,13,3,3,3,1,6
490,1,5,4,4,1,3,0,0.205,12.6,1,4,4,1,6
490,1,5,4,5,0.8,1,0,0.163,11.4,3,0,0,1,6
490,1,5,3,6,0.5,2,0,0.18,8.9,3,1,1,1,6
490,1,5,5,7,0.71,3,0,0.179,14.9,3,2,2,0,2
490,1,5,5,6,0.83,3,0,0.215,6.4,3,1,1,0,2
490,1,5,5,6,0.83,0,0,0.148,15.8,3,0,0,0,2
490,1,5,3,6,0.5,3,0,0.189,26.1,0,3,3,0,2
718,2,6,32,25,1.28,7,2,0.247,22,0,1,1,1,12
718,2,6,23,22,1.05,7,2,0.223,15.5,1,0,0,1,12
718,2,6,19,29,0.66,11,0,0.056,15.5,1,2,2,1,12
718,2,6,19,30,0.63,6,3,0.259,16,3,4,4,1,12
718,2,6,25,22,1.14,12,2,0.234,20.3,0,2,2,0,12
718,2,6,32,26,1.23,14,2,0.227,17.1,1,3,3,0,12
718,2,6,24,20,1.2,8,2,0.212,16.3,3,4,4,0,12
718,2,6,25,25,1,8,4,0.214,11.8,3,0,0,0,12
693,1,5,8,7,1.14,1,1,0.196,11.4,1,1,1,0,3
693,1,5,6,6,1,0,0,0.215,19.9,0,0,0,0,3
693,1,5,6,7,0.86,3,0,0.246,15.8,3,3,3,0,3
693,1,5,5,6,0.83,5,0,0.153,10.2,1,2,2,0,3
693,1,5,6,7,0.86,1,0,0.258,19.4,1,1,1,1,6
693,1,5,7,5,1.4,3,0,0.253,9.8,1,2,2,1,6
693,1,5,6,7,0.86,0,0,0.188,14.6,1,0,0,1,6
693,1,5,6,6,1,1,1,0.225,13.6,3,3,3,1,6
626,2,6,26,18,1.44,6,1,0.268,14.9,3,3,3,1,8
626,2,6,21,25,0.84,12,3,0.217,11.5,3,1,1,1,8
626,2,6,29,20,1.45,10,2,0.292,21.6,0,0,0,1,8
626,2,6,21,22,0.95,8,2,0.252,15.9,1,4,4,1,8
626,2,6,23,24,0.96,7,2,0.255,12.6,3,0,0,0,3
626,2,6,19,25,0.76,12,0,0.206,11.7,3,1,1,0,3
626,2,6,24,24,1,8,1,0.12,20.7,0,4,4,0,3
626,2,6,19,24,0.79,6,0,0.254,16.7,1,2,2,0,3
625,2,6,31,21,1.48,10,2,0.206,13.8,1,3,3,1,9
625,2,6,20,22,0.91,14,0,0.247,19.5,0,4,4,1,9
625,2,6,30,21,1.43,8,1,0.275,19.1,1,0,0,1,9
625,2,6,22,25,0.88,7,0,0.323,12.8,3,1,1,1,9
625,2,6,20,27,0.74,9,0,0.199,16.5,1,4,4,0,2
625,2,6,18,27,0.67,10,2,0.22,12.1,3,1,1,0,2
625,2,6,28,21,1.33,13,1,0.197,18.3,1,0,0,0,2
625,2,6,23,28,0.82,16,3,0.214,13.6,1,3,3,0,2
707,0,1,30,30,1,14,1,0.226,22.1,0,1,1,1,250
707,0,1,33,23,1.43,11,2,0.215,14.7,1,0,0,1,250
707,0,1,32,35,0.91,14,1,0.086,14.9,1,2,2,1,250
707,0,1,34,27,1.26,11,1,0.252,15.9,3,3,3,1,250
707,0,1,31,33,0.94,12,6,0.252,21.8,0,2,2,0,178
707,0,1,30,36,0.83,14,1,0.205,17.8,1,3,3,0,178
707,0,1,27,27,1,9,1,0.193,17.5,1,1,1,0,178
707,0,1,27,33,0.82,7,0,0.201,11.8,3,0,0,0,178
625,2,6,19,24,0.79,10,3,0.175,12.1,1,1,1,1,11
625,2,6,24,25,0.96,10,3,0.324,21.2,0,0,0,1,11
625,2,6,33,26,1.27,7,1,0.291,15.2,3,4,4,1,11
625,2,6,28,25,1.12,7,0,0.241,13.2,3,2,2,1,11
625,2,6,25,25,1,6,0,0.27,21.2,0,1,1,0,4
625,2,6,25,25,1,9,3,0.251,17.7,1,4,4,0,4
625,2,6,19,29,0.66,10,1,0.232,13.2,1,0,0,0,4
625,2,6,31,25,1.24,8,0,0.264,13.4,3,3,3,0,4
733,0,1,32,26,1.23,10,1,0.233,13.2,3,3,3,1,250
733,0,1,31,30,1.03,9,2,0.214,9.7,3,1,1,1,250
733,0,1,34,29,1.17,15,4,0.238,18.8,0,0,0,1,250
733,0,1,25,32,0.78,13,1,0.179,15.2,1,2,2,1,250
733,0,1,27,35,0.77,13,0,0.227,16.3,3,2,2,0,227
733,0,1,23,29,0.79,11,1,0.178,13.7,3,1,1,0,227
733,0,1,33,28,1.18,9,1,0.11,16.3,1,0,0,0,227
733,0,1,34,30,1.13,8,4,0.205,23.7,0,3,3,0,227
625,0,1,29,21,1.38,6,1,0.237,19.6,1,3,3,1,250
625,0,1,28,27,1.04,10,3,0.216,18.1,0,2,2,1,250
625,0,1,22,25,0.88,12,0,0.242,15.1,1,0,0,1,250
625,0,1,26,22,1.18,6,2,0.195,10.8,3,1,1,1,250
625,0,1,28,23,1.22,14,1,0.161,23.8,0,2,2,0,123
625,0,1,15,27,0.56,5,1,0.203,12.1,3,1,1,0,123
625,0,1,24,26,0.92,9,1,0.182,14.7,1,0,0,0,123
625,0,1,28,29,0.97,9,0,0.247,18.9,0,3,3,0,123
658,0,1,20,32,0.62,9,3,0.155,15,1,1,1,0,144
658,0,1,21,29,0.72,10,1,0.23,18.6,0,0,0,0,144
658,0,1,19,34,0.56,7,1,0.212,13.1,3,3,3,0,144
658,0,1,27,27,1,5,1,0.217,14.1,1,2,2,0,144
658,0,1,29,24,1.21,9,2,0.204,21.5,0,1,1,1,250
658,0,1,27,23,1.17,11,4,0.186,16.4,1,2,2,1,250
658,0,1,27,24,1.12,16,4,0.249,10.9,1,0,0,1,250
658,0,1,39,16,2.44,7,1,0.272,11.9,3,3,3,1,250
614,1,0,6,6,1,3,1,0.149,15.9,0,2,2,0,1
614,1,0,4,6,0.67,1,0,0.183,7.8,0,1,1,0,1
614,1,0,2,7,0.29,2,0,0.167,6.9,3,0,0,0,1
614,1,0,3,6,0.5,1,0,0.138,19.7,0,3,3,0,1
614,1,0,3,4,0.75,1,0,0.176,16.7,0,3,3,1,6
614,1,0,11,3,3.67,0,1,0.217,18.7,1,0,0,1,6
614,1,0,5,5,1,2,1,0.248,15.7,0,2,2,1,6
614,1,0,6,3,2,1,0,0.228,16.1,0,1,1,1,6
863,1,0,8,7,1.14,2,0,0.245,12.8,0,2,2,0,4
863,1,0,6,9,0.67,2,1,0.248,22.3,1,1,1,0,4
863,1,0,4,7,0.57,1,0,0.124,22.2,0,3,3,0,4
863,1,0,4,9,0.44,3,0,0.152,12.5,1,0,0,0,4
863,1,0,6,6,1,3,2,0.152,19.1,0,3,3,1,6
863,1,0,5,7,0.71,2,0,0.132,12.9,1,0,0,1,6
863,1,0,10,5,2,5,2,0.199,17.7,0,2,2,1,6
863,1,0,11,4,2.75,3,0,0.207,16.7,0,1,1,1,6
568,1,0,5,7,0.71,2,0,0.169,19.7,0,2,2,0,2
568,1,0,6,6,1,1,0,0.207,16.9,0,1,1,0,2
568,1,0,3,6,0.5,2,0,0.23,19.8,3,0,0,0,2
568,1,0,3,7,0.43,1,1,0.183,21.9,1,3,3,0,2
568,1,0,2,5,0.4,2,0,0.153,19.6,0,2,2,1,6
568,1,0,6,3,2,0,0,0.228,21.9,1,1,1,1,6
568,1,0,7,3,2.33,2,0,0.197,17.5,0,3,3,1,6
568,1,0,11,6,1.83,2,0,0.142,39.1,0,0,0,1,6
574,0,0,23,22,1.05,6,2,0.275,24.2,0,1,1,1,250
574,0,0,23,14,1.64,4,1,0.192,17.1,1,0,0,1,250
574,0,0,18,23,0.78,10,1,0.152,21.8,0,2,2,1,250
574,0,0,17,17,1,10,1,0.188,15.8,1,3,3,1,250
574,0,0,26,16,1.62,2,3,0.254,17.6,0,3,3,0,177
574,0,0,15,22,0.68,11,2,0.169,15.3,1,0,0,0,177
574,0,0,18,22,0.82,5,1,0.267,20.3,0,2,2,0,177
574,0,0,17,21,0.81,6,1,0.234,24.4,0,1,1,0,177
466,0,0,14,12,1.17,7,3,0.183,21.1,0,1,1,0,108
466,0,0,12,17,0.71,7,1,0.198,23.8,0,2,2,0,108
466,0,0,21,16,1.31,2,3,0.195,20.6,1,0,0,0,108
466,0,0,4,23,0.17,7,1,0.172,13.5,1,3,3,0,108
466,0,0,20,12,1.67,8,0,0.268,19.1,0,1,1,1,250
466,0,0,12,12,1,8,0,0.247,20.7,0,2,2,1,250
466,0,0,12,15,0.8,3,1,0.218,12.3,1,3,3,1,250
466,0,0,24,12,2,3,0,0.2,18.6,1,0,0,1,250
671,1,5,5,8,0.62,2,0,0.158,20.6,0,1,1,0,3
671,1,5,5,6,0.83,3,1,0.106,14.6,0,0,0,0,3
671,1,5,7,8,0.88,2,2,0.215,14.6,0,2,2,0,3
671,1,5,4,7,0.57,3,0,0.301,12,3,3,3,0,3
671,1,5,12,4,3,1,0,0.204,15.2,1,3,3,1,6
671,1,5,4,6,0.67,4,0,0.174,19.1,1,0,0,1,6
671,1,5,6,4,1.5,3,1,0.17,20.2,0,2,2,1,6
671,1,5,7,7,1,6,1,0.258,15.3,1,1,1,1,6
658,1,5,8,4,2,2,0,0.238,18.5,3,1,1,1,6
658,1,5,2,3,0.67,2,0,0.154,21.3,0,2,2,1,6
658,1,5,8,5,1.6,2,0,0.217,11.8,1,0,0,1,6
658,1,5,10,6,1.67,4,3,0.237,12.5,3,3,3,1,6
658,1,5,4,7,0.57,0,0,0.347,12.6,3,1,1,0,2
658,1,5,8,7,1.14,2,0,0.225,15.2,0,2,2,0,2
658,1,5,4,7,0.57,0,0,0.16,15.8,0,3,3,0,2
658,1,5,2,7,0.29,4,1,0.128,21.6,1,0,0,0,2
625,2,2,34,27,1.26,7,2,0.243,13.4,1,1,1,0,5
625,2,2,16,29,0.55,12,1,0.221,10.5,3,0,0,0,5
625,2,2,20,28,0.71,11,1,0.19,14,3,4,4,0,5
625,2,2,20,26,0.77,12,1,0.199,12.8,3,3,3,0,5
625,2,2,29,24,1.21,8,0,0.252,13.3,3,3,3,1,12
625,2,2,26,24,1.08,6,0,0.233,11.4,3,0,0,1,12
625,2,2,30,21,1.43,10,0,0.263,16,1,4,4,1,12
625,2,2,25,21,1.19,17,3,0.23,12.9,3,1,1,1,12
624,2,2,27,22,1.23,13,1,0.222,13.5,3,4,4,1,11
624,2,2,31,24,1.29,17,2,0.273,20.3,1,2,2,1,11
624,2,2,21,27,0.78,14,3,0.217,13.6,3,0,0,1,11
624,2,2,30,23,1.3,7,2,0.241,13.5,3,3,3,1,11
624,2,2,26,30,0.87,10,1,0.259,13.3,3,1,1,0,0
624,2,2,23,29,0.79,9,2,0.218,13.6,1,4,4,0,0
624,2,2,20,27,0.74,7,0,0.208,14.2,3,2,2,0,0
624,2,2,26,24,1.08,8,1,0.203,11.7,3,0,0,0,0
774,0,1,29,32,0.91,6,2,0.206,22.8,0,1,1,0,247
774,0,1,24,26,0.92,18,0,0.176,12.9,1,0,0,0,247
774,0,1,27,33,0.82,8,2,0.228,16.8,1,2,2,0,247
774,0,1,34,29,1.17,7,1,0.226,18.7,1,3,3,0,247
774,0,1,31,28,1.11,13,5,0.215,13.7,1,3,3,1,250
774,0,1,34,36,0.94,10,2,0.255,15.9,1,0,0,1,250
774,0,1,31,23,1.35,6,1,0.221,16.8,0,2,2,1,250
774,0,1,24,27,0.89,11,4,0.217,17.7,1,1,1,1,250
602,0,1,22,19,1.16,6,1,0.217,17.1,1,1,1,1,250
602,0,1,30,22,1.36,8,0,0.241,21.9,0,2,2,1,250
602,0,1,31,23,1.35,7,3,0.245,19.2,1,0,0,1,250
602,0,1,23,26,0.88,7,1,0.249,11.8,3,3,3,1,250
602,0,1,22,29,0.76,8,0,0.242,16.1,1,1,1,0,163
602,0,1,20,26,0.77,8,0,0.238,20.1,0,2,2,0,163
602,0,1,26,24,1.08,7,1,0.201,13.2,1,3,3,0,163
602,0,1,22,27,0.81,9,0,0.207,12.2,1,0,0,0,163
726,0,0,25,26,0.96,9,2,0.225,15.4,0,1,1,0,212
726,0,0,27,28,0.96,6,3,0.223,19.7,1,2,2,0,212
726,0,0,17,24,0.71,6,2,0.184,13.7,1,0,0,0,212
726,0,0,30,25,1.2,5,3,0.26,15,1,3,3,0,212
726,0,0,33,25,1.32,8,1,0.253,15.1,1,0,0,1,250
726,0,0,26,25,1.04,15,1,0.211,11.2,1,1,1,1,250
726,0,0,19,24,0.79,9,1,0.104,15.6,1,2,2,1,250
726,0,0,25,25,1,10,4,0.217,22.8,0,3,3,1,250
503,0,0,11,23,0.48,2,0,0.19,18.1,0,2,2,0,148
503,0,0,14,23,0.61,7,0,0.204,17.2,1,0,0,0,148
503,0,0,15,22,0.68,5,0,0.198,15.2,0,3,3,0,148
503,0,0,18,20,0.9,5,1,0.242,14.5,1,1,1,0,148
503,0,0,20,16,1.25,6,0,0.239,14.2,1,2,2,1,250
503,0,0,26,11,2.36,3,0,0.297,24.7,0,1,1,1,250
503,0,0,18,19,0.95,4,0,0.225,13.4,1,0,0,1,250
503,0,0,24,12,2,7,4,0.245,18.7,1,3,3,1,250
778,1,5,9,9,1,3,0,0.237,15.4,1,1,1,0,4
778,1,5,7,7,1,3,0,0.239,21.9,1,2,2,0,4
778,1,5,10,7,1.43,3,0,0.216,15.2,1,0,0,0,4
778,1,5,6,8,0.75,2,0,0.189,11,3,3,3,0,4
778,1,5,7,9,0.78,3,0,0.217,11.7,1,0,0,1,6
778,1,5,16,6,2.67,2,0,0.234,12.8,3,1,1,1,6
778,1,5,5,7,0.71,5,1,0.11,11.1,0,2,2,1,6
778,1,5,3,10,0.3,1,1,0.139,16.6,0,3,3,1,6
806,1,5,9,9,1,2,0,0.236,13.6,1,2,2,0,4
806,1,5,3,8,0.38,1,0,0.147,21.4,1,0,0,0,4
806,1,5,10,6,1.67,2,0,0.227,9.9,0,3,3,0,4
806,1,5,4,8,0.5,2,0,0.246,13.6,1,1,1,0,4
806,1,5,8,8,1,6,1,0.235,13,3,2,2,1,6
806,1,5,7,5,1.4,2,0,0.203,21.4,0,1,1,1,6
806,1,5,7,7,1,4,0,0.184,10.4,1,0,0,1,6
806,1,5,9,6,1.5,4,0,0.209,11.3,3,3,3,1,6
